SECUENCIA;PAIS;DEPARTAMENTO;MUNICIPIO;EMPRESA;AREA ENCARGADA;COORDINACION;TIPO_PQRS;TIPO_ACTIVIDAD;AÑO;ENE;FEB;MAR;ABR;MAY;JUN;JUL;AGO;SEP;OCT;NOV;DIC;TOTAL
101;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;AFORO EXTRAORDINARIO;2019;4;7;0;0;8;3;3;0;7;4;4;3;43
102;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;CAMBIO DE FACTURA LOCAL DESOCUPADO;2019;2;1;1;0;0;0;1;1;2;0;0;0;8
103;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;CAMBIO DE FACTURA POR DOBLE COBRO;2019;3;4;1;6;5;0;3;8;8;1;3;3;45
104;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;CAMBIO DE FACTURA POR RESULTADO DE AFORO;2019;1;1;0;0;1;1;3;0;0;0;0;2;9
105;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;CAMBIO DE FACTURA SERVICIO ESPECIAL EPM;2019;3;0;0;0;0;0;0;2;0;0;0;0;5
106;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;CAMBIO O DEVOLUCION DE FACTURA  ALTERADA;2019;5;2;3;6;3;6;2;0;1;2;1;2;33
107;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR AREAS COMUNES;2019;0;1;0;0;0;1;0;0;2;0;3;2;9
108;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR COBRO DE MAS DEL SER. ESP;2019;0;1;0;0;0;0;0;1;0;1;0;0;3
109;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR COBRO NO AUTORIZADO;2019;3;5;4;2;3;3;6;6;4;5;5;4;50
110;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR DOBLE COBRO;2019;16;7;12;15;17;11;18;17;16;15;13;14;171
111;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR LOCAL DESOCUPADO;2019;2;1;2;2;2;4;4;4;1;2;1;2;27
112;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;DEVOLUCION POR RESULTADO DE AFORO;2019;0;0;0;0;0;0;2;2;1;0;0;0;5
113;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;NOTAS CREDITOS Y DEBITOS;2019;3;0;0;0;1;0;1;1;0;1;0;0;7
114;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;RECLAMACION POR RECATEGORIZACION;2019;9;4;5;5;3;8;2;1;2;3;0;1;43
115;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;RECLAMO POR RETIRO DE CONTADOR;2019;27;31;24;19;22;11;16;16;11;15;13;14;219
116;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;RECURSO DE REPOSICION Y  APELACION;2019;2;3;2;2;2;0;4;3;0;0;1;1;20
117;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;RECLAMOS;VERIFICAR COBRO EN LA FACTURA;2019;6;11;11;4;4;2;9;3;2;2;4;1;59
118;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;AFORO EXTRAORDINARIO MULTIUSUARIO;2020;0;0;1;0;0;0;0;0;1;0;1;0;3
119;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;AFORO MULTIUSUARIO;2020;0;1;0;0;0;0;0;0;0;0;0;0;1
120;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;AFORO SERVICIO ESPECIAL;2020;660;565;411;134;400;562;748;591;689;666;710;556;6,692
121;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;ATENDER EVENTO O CABALGATA;2020;1;5;0;0;0;0;0;0;0;0;0;0;6
122;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;CAMPAÑA EDUCATIVA;2020;7;11;7;2;2;2;1;1;5;5;6;4;53
123;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;COTIZAR EVENTO ESPECIAL;2020;0;0;0;0;0;0;0;0;0;0;0;0;0
124;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;DERECHO DE PETICION;2020;0;0;1;0;0;2;0;0;0;0;0;0;3
125;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;DEVOLUCION DE CONTENEDORES;2020;1;1;0;0;0;0;0;0;0;0;0;0;2
126;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;FACTURACION ASESORIAS AMBIENTALES;2020;1;0;1;0;0;4;0;0;0;0;2;1;9
127;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;LUMINARIA APAGADA;2020;0;0;0;0;0;0;0;0;0;0;0;0;0
128;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;MANTENIMIENTO DE CAJAS ESTACIONARIAS;2020;0;1;0;0;0;0;0;0;0;0;0;0;1
129;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;MANTENIMIENTO DE CONTENEDORES;2020;0;0;1;0;0;0;0;0;0;0;0;0;1
130;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;MANTENIMIENTO DE ZONAS VERDES;2020;0;0;0;0;0;0;0;0;0;0;0;0;0
131;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;NOVEDADES IDENTIFICADAS POR ENVIASEO;2020;3;2;6;7;3;2;1;2;4;2;2;2;36
132;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;NOVEDADES IDENTIFICADAS POR ENVIASEO;2020;0;0;0;0;0;0;0;0;0;0;0;0;0
133;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO CANASTILLA O CONTENEDOR;2020;1;3;1;0;2;0;0;1;0;0;0;0;8
134;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO CANASTILLA O CONTENEDOR;2020;0;0;0;0;0;0;0;0;0;0;0;0;0
135;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO DE RUTA HOSPITALARIA;2020;18;8;4;4;4;15;7;2;3;0;0;0;65
136;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO DE RUTA HOSPITALARIA;2020;0;0;0;0;0;0;0;0;0;0;0;0;0
137;COLOMBIA;ANTIOQUIA;ENVIGADO;ENVIASEO E.S.P;DIRECCIÓN COMERCIAL;COORDINACIÓN CARTERA Y PQRSD;PETICIONES;RETIRO DEL SERVICIO ORDINARIO O ESPECIAL;2020;0;1;0;0;0;0;0;0;0;0;0;0;1
